Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AVC191	FH83	2435096	5213041	0.318391	0.0234755	31713	0.0130233
AVC191	FH132	2686995	4682876	0.364592	0.0202156	28445	0.0105862
AVC191	FH203	4071219	1573046	0.721302	0.00569778	2163	0.00053129
AVC191	AVC123	2245528	5641572	0.284709	0.0262475	29870	0.013302
AVC191	FH166	3482410	2041975	0.630371	0.00829379	2091	0.000600446
AVC191	AVC51	2590586	4805051	0.350286	0.0211669	27520	0.0106231
AVC191	FH65	2464008	4993775	0.330394	0.0225741	26450	0.0107345
AVC191	FH62	2238036	4980849	0.310025	0.0241291	23596	0.0105432
AVC191	FH125	2125256	5135378	0.292709	0.0255538	26896	0.0126554
AVC191	FH21	2348499	5110363	0.31486	0.0237487	26426	0.0112523
AVC191	AVC60	4887082	443421	0.916814	0.00143121	44	9.00333e-06
AVC191	FH150	2423211	5038712	0.324744	0.0229933	30458	0.0125693
AVC191	AVC148	2528847	5315976	0.322359	0.0231729	30624	0.0121099
AVC191	FH207	2446082	5259215	0.317455	0.0235476	29771	0.0121709
AVC191	FH67	2517934	5026004	0.333769	0.022328	27107	0.0107656
AVC191	FH148	2575637	5035890	0.338386	0.0219963	27862	0.0108175
AVC191	FH113	2618509	4798572	0.353038	0.0209802	27309	0.0104292
AVC191	FH165	2047648	5142687	0.284778	0.0262414	26276	0.0128323
AVC191	FH161	3180028	2291434	0.581203	0.00992562	1342	0.000422009
AVC191	FH31	2451222	5225474	0.319307	0.0234052	30143	0.0122971
AVC191	FH28	2223106	5110474	0.303141	0.0246835	28848	0.0129764
AVC191	AVC61	2541204	5144875	0.330624	0.0225572	28506	0.0112175
AVC191	FH101	2775512	4842316	0.364344	0.0202317	28418	0.0102388
AVC191	FH36	2241596	5116339	0.30465	0.0245606	29069	0.012968
AVC191	FH206	2400536	5245915	0.313941	0.0238204	28876	0.012029
AVC191	FH59	2400365	5158399	0.317561	0.0235394	28622	0.011924
AVC191	FH46	2319157	5394032	0.300674	0.0248859	29674	0.0127952
AVC191	FH9	2298906	5690699	0.287737	0.0259822	31872	0.013864
AVC191	FH146	2575518	5074920	0.33665	0.0221204	27861	0.0108176
AVC191	FH127	2766697	4841273	0.363658	0.0202763	28298	0.0102281
AVC191	FH111	2344650	4791752	0.328548	0.0227101	24009	0.0102399
AVC191	FH204	4493863	1258173	0.781265	0.00422638	2506	0.000557649
AVC191	FH123	3093826	6423843	0.325061	0.0229695	26252	0.00848529
AVC191	FH38	2495741	4825668	0.340883	0.0218193	25047	0.0100359
AVC191	FH174	3872706	1713128	0.693308	0.00644572	1742	0.000449815
AVC191	FH209	2404849	5248689	0.314214	0.0237991	29127	0.0121118
AVC191	AVC216	2319483	4915959	0.320572	0.0233086	23894	0.0103014
AVC191	FH30	2408932	4927787	0.328339	0.0227255	24566	0.0101979
AVC191	FH109	2593619	4754745	0.352952	0.020986	26162	0.0100871
AVC191	AVC242	2806402	4710663	0.373337	0.0196571	28401	0.0101201
AVC191	FH210	2291671	5229305	0.304704	0.0245562	30410	0.0132698
AVC191	FH98	2652581	4807604	0.355565	0.0208103	26867	0.0101286
AVC191	AVC29	4219383	1423643	0.747716	0.00502885	2271	0.00053823
AVC191	AVC106	2615050	5143876	0.337038	0.0220926	28061	0.0107306
AVC191	AVC179	2608529	5008934	0.342441	0.0217096	26115	0.0100114
AVC191	FH76	2575588	5302514	0.32693	0.02283	27867	0.0108197
AVC191	AVC65	2597772	4868304	0.347943	0.0213274	27144	0.010449
AVC191	FH192	4194415	1314918	0.761329	0.00469713	1616	0.000385274
AVC191	FH156	3559332	1986542	0.641798	0.00793956	1664	0.000467503
AVC191	FH15	2300457	5833304	0.282828	0.0264141	31906	0.0138694
AVC191	FH213	2342403	5403326	0.302412	0.0247431	29812	0.0127271
AVC191	FH27	4048845	1570016	0.720581	0.00571652	2716	0.000670809
AVC191	FH91	2744198	4784665	0.36449	0.0202222	28305	0.0103145
AVC191	AVC113	2360815	5238529	0.31066	0.0240787	31628	0.0133971
AVC191	FH214	2331484	5234777	0.308142	0.0242792	28069	0.0120391
AVC191	AVC224	2581624	5323424	0.326579	0.0228561	31184	0.0120792
AVC191	FH1	1856434	5557411	0.250401	0.0295164	24776	0.013346
AVC191	AVC156	2622975	4939234	0.346853	0.0214025	26264	0.0100131
AVC191	FH182	4081025	1592577	0.719301	0.00574988	2641	0.000647141
AVC191	FH162	4008563	1567976	0.718826	0.00576226	1645	0.000410371
AVC191	AVC91	2623982	4873665	0.349974	0.0211882	27491	0.0104768
AVC191	AVC195	2434521	5447616	0.308866	0.0242214	31471	0.012927
AVC191	AVC252	2493785	5231601	0.322804	0.0231392	32388	0.0129875
AVC191	AVC176	2333029	5335677	0.304227	0.024595	24515	0.0105078
AVC191	FH14	1964518	5277536	0.271265	0.0274685	25255	0.0128556
AVC191	FH163	3465615	2156114	0.616468	0.00873695	1699	0.000490245
AVC191	AVC154	4220986	1732947	0.708941	0.0060229	2844	0.000673776
AVC191	FH44	2274721	5376226	0.297312	0.0251651	28948	0.012726
AVC191	AVC251	2672378	4966996	0.349816	0.021199	28342	0.0106055
AVC191	FH80	2377502	4685071	0.336634	0.0221215	24605	0.0103491
AVC191	FH181	4263795	1444583	0.746936	0.00504812	2768	0.000649187
AVC191	FH18	2321791	5223149	0.307728	0.0243123	31291	0.0134771
AVC191	FH47	2378794	5407065	0.305528	0.0244895	30539	0.012838
AVC191	AVC12	2339353	5261038	0.307794	0.0243071	27591	0.0117943
AVC191	FH35	2141099	5167610	0.292952	0.0255332	25505	0.0119121
AVC191	AVC186	2557038	5347338	0.323496	0.023087	31024	0.0121328
AVC191	FH10	1607153	5236272	0.234846	0.0311814	20350	0.0126621
AVC191	AVC30	4352460	1328432	0.766158	0.00458149	2354	0.000540844
AVC191	AVC19	2473901	5103921	0.326466	0.0228645	27627	0.0111674
AVC191	FH211	2493650	5270911	0.321158	0.023264	30447	0.0122098
AVC191	FH114	3647384	2012513	0.644426	0.00785934	1965	0.000538742
AVC191	AVC209	2462294	5375409	0.31416	0.0238033	29941	0.0121598
AVC191	FH124	2390637	5310643	0.310421	0.0240977	31350	0.0131137
AVC191	AVC233	2439494	5467382	0.308528	0.0242483	31582	0.0129461
AVC191	AVC171	2441663	4866639	0.334094	0.0223044	24487	0.0100288
AVC191	FH141	2575684	5035692	0.338399	0.0219954	27861	0.0108169
AVC191	FH178	3716227	1715184	0.68421	0.00669805	1337	0.000359773
AVC191	AVC246	2428493	5433742	0.308881	0.0242202	31410	0.0129339
AVC191	AVC161	2378910	5538292	0.300474	0.0249025	31558	0.0132657
AVC191	FH48	2178694	5173579	0.296329	0.0252475	28205	0.0129458
AVC191	AVC25	2540355	5135729	0.330944	0.0225338	28519	0.0112264
AVC191	FH126	2690141	4858801	0.35636	0.0207571	28475	0.0105849
AVC191	AVC26	2533831	5131569	0.330554	0.0225623	28440	0.0112241
AVC191	FH39	2497518	4823772	0.341131	0.0218018	25040	0.010026
AVC191	FH159	3957003	1528985	0.721293	0.00569802	1525	0.000385393
AVC191	AVC207	2386708	5377498	0.307399	0.0243388	32143	0.0134675
AVC191	AVC79	3952336	1735359	0.694892	0.00640227	2487	0.000629248
AVC191	FH201	2458007	4991746	0.329945	0.0226071	26443	0.0107579
AVC191	FH175	2234148	5383722	0.293277	0.0255055	29602	0.0132498
AVC191	FH193	2616645	4764155	0.35452	0.0208803	26663	0.0101898
AVC191	FH5	4672410	743404	0.862735	0.00246925	127	2.71808e-05
AVC191	FH187	2513094	4753762	0.34583	0.0214733	25752	0.0102471
AVC191	AVC249	4168336	1487972	0.736936	0.00529774	2528	0.000606477
AVC191	FH134	2618373	4798180	0.353044	0.0209797	27314	0.0104317
AVC191	AVC183	2535992	5046696	0.334445	0.0222791	28536	0.0112524
AVC191	FH50	2235443	5365110	0.294116	0.0254343	28228	0.0126275
AVC191	AVC153	2260967	5321531	0.298182	0.0250925	30480	0.013481
AVC191	FH196	4180789	1491999	0.73699	0.00529637	2299	0.000549896
AVC191	FH63	2322645	4997336	0.317302	0.0235593	24681	0.0106262
AVC191	FH157	4143664	1367555	0.75186	0.00492697	1611	0.000388786
AVC191	FH190	4431029	1128235	0.797053	0.00386564	1732	0.00039088
AVC191	FH137	2766700	4841100	0.363666	0.0202758	28299	0.0102284
AVC191	AVC213	2467690	5271180	0.31887	0.0234387	30996	0.0125607
AVC191	FH167	3828846	1735491	0.688105	0.00658947	2290	0.000598091
AVC191	FH75	2575661	8568969	0.231112	0.0316007	27873	0.0108217
AVC191	FH56	4024647	1690359	0.704224	0.00614907	1939	0.000481781
AVC191	FH155	3777518	1765593	0.68148	0.0067747	1533	0.000405822
AVC191	FH64	2408358	4992474	0.325417	0.0229428	25665	0.0106566
AVC191	FH23	4115611	1538533	0.727893	0.00552764	2924	0.000710466
AVC191	FH45	2342548	5397009	0.302672	0.0247218	29990	0.0128023
AVC191	FH93	2755882	4768251	0.366272	0.020107	28193	0.0102301
AVC191	FH84	2214193	5175636	0.299627	0.0249725	28393	0.0128232
AVC191	AVC160	4441337	1237561	0.782077	0.00420756	1594	0.000358901
AVC191	AVC10	2532489	5132966	0.330377	0.0225754	28379	0.011206
AVC191	FH154	3841025	1707038	0.692318	0.00647296	1555	0.00040484
AVC191	AVC221	2653722	5035082	0.345141	0.0215211	27920	0.0105211
AVC191	AVC184	4949599	288891	0.944852	0.000927922	6	1.21222e-06
AVC191	FH200	2357948	5217944	0.311244	0.0240325	31019	0.0131551
AVC191	FH96	2755788	4767503	0.366301	0.0201052	28193	0.0102305
AVC191	FH185	4269939	1443032	0.747411	0.00503638	2795	0.000654576
AVC191	FH71	4030087	1739583	0.698495	0.00630395	2519	0.000625049
AVC191	FH121	2572870	5041528	0.337895	0.0220313	27851	0.0108249
AVC191	FH68	3768276	1963848	0.657396	0.00746997	2358	0.00062575
AVC191	FH77	2575441	5090434	0.335962	0.0221697	27867	0.0108203
AVC191	FH195	4194339	1480522	0.739109	0.00524309	2303	0.000549073
AVC191	FH168	2387811	5228393	0.313517	0.0238536	29281	0.0122627
AVC191	FH8	4995703	468708	0.914225	0.00147884	138	2.76237e-05
AVC191	AVC159	4245332	1650617	0.720042	0.00573055	2836	0.000668028
AVC191	FH16	2300681	5834031	0.282823	0.0264145	31912	0.0138707
AVC191	AVC80	4334764	1665402	0.722441	0.00566823	2520	0.000581347
AVC191	FH78	2763331	4828955	0.363966	0.0202563	28306	0.0102434
AVC191	FH60	2243863	5282561	0.298131	0.0250968	28330	0.0126255
AVC191	FH34	2005610	5151867	0.280212	0.026648	23543	0.0117386
AVC191	AVC177	2665508	5075885	0.344319	0.0215783	28002	0.0105053
AVC191	FH55	3479873	2167455	0.616198	0.00874568	1732	0.000497719
AVC191	FH12	1231369	5360253	0.186808	0.0372837	16035	0.0130221
AVC191	FH173	4063838	1540724	0.725095	0.00559961	1826	0.000449329
AVC191	FH186	4387286	1396896	0.758497	0.00476544	2895	0.000659861
AVC191	FH51	1128014	5217269	0.177772	0.0386365	12342	0.0109414
AVC191	AVC196	2313223	4958506	0.318112	0.0234969	23798	0.0102878
AVC191	AVC4	4022128	1634828	0.711006	0.00596803	2656	0.000660347
AVC191	FH53	4089604	1643625	0.713316	0.00590691	1976	0.000483176
AVC191	FH119	2566712	5195709	0.330659	0.0225547	30956	0.0120606
AVC191	FH128	2204672	4715225	0.318599	0.0234595	22610	0.0102555
AVC191	FH130	2548815	4804341	0.346629	0.021418	27141	0.0106485
AVC191	AVC211	2433205	5483349	0.307357	0.0243422	31191	0.0128189
AVC191	FH135	2051453	5205772	0.282677	0.0264275	26117	0.012731
AVC191	FH99	2764656	4825945	0.364221	0.0202397	28321	0.010244
AVC191	FH89	2744191	4784948	0.364476	0.0202232	28306	0.0103149
AVC191	FH120	2572704	5039005	0.337993	0.0220243	27851	0.0108256
AVC191	FH87	3917904	1613750	0.70827	0.00604077	1441	0.000367799
AVC191	AVC111	2428762	5047958	0.324843	0.0229858	25967	0.0106915
AVC191	AVC210	2575077	5296093	0.327153	0.0228134	31594	0.0122691
AVC191	FH94	2193469	4796312	0.313811	0.0238306	21669	0.00987887
AVC191	FH20	3933226	1693844	0.698983	0.0062907	2773	0.000705019
AVC191	FH82	2691141	4682285	0.364978	0.0201906	28444	0.0105695
AVC191	FH151	2967428	2559561	0.536898	0.0115667	1391	0.000468756
AVC191	AVC34	2310235	5479405	0.296578	0.0252267	31167	0.0134908
AVC191	AVC59	4153988	1604076	0.721421	0.00569469	2350	0.000565721
AVC191	AVC215	4303753	1350869	0.761104	0.00470256	2473	0.000574615
AVC191	FH106	3437742	2290049	0.600186	0.00927381	2447	0.000711804
AVC191	FH136	2547825	4827673	0.345444	0.0215	25600	0.0100478
AVC191	FH57	2621458	5487711	0.323271	0.023104	28280	0.0107879
AVC191	AVC218	2614764	4945079	0.345875	0.0214701	27927	0.0106805
AVC191	FH172	4056229	1632747	0.712998	0.00591531	1880	0.000463485
AVC191	AVC228	4386368	1287651	0.773062	0.00441797	1960	0.000446839
AVC191	AVC227	2765283	4842577	0.363477	0.0202881	28447	0.0102872
AVC191	FH95	2521574	4760101	0.34629	0.0214414	25423	0.0100822
AVC191	FH49	2196090	5350907	0.290989	0.025701	27778	0.0126488
AVC191	AVC21	2542603	5138465	0.331022	0.0225281	28530	0.0112208
AVC191	AVC155	4874923	358049	0.931578	0.0011634	14	2.87184e-06
AVC191	AVC234	2552501	5261349	0.326664	0.0228498	31116	0.0121904
AVC191	FH108	2755826	4768554	0.366253	0.0201083	28193	0.0102303
AVC191	FH169	2511927	5264662	0.323011	0.0231236	31191	0.0124172
AVC191	FH2	2298763	5690288	0.287739	0.025982	31871	0.0138644
AVC191	FH149	2423221	5038657	0.324747	0.022993	30456	0.0125684
AVC191	AVC173	2529676	4801692	0.345048	0.0215275	25608	0.010123
AVC191	FH176	2788021	6464257	0.301333	0.0248316	34108	0.0122338
AVC191	AVC198	2566228	5333233	0.324861	0.0229844	31225	0.0121677
AVC191	FH110	2491779	4783036	0.342521	0.021704	25729	0.0103256
AVC191	FH85	2435266	5213211	0.318399	0.0234749	31712	0.013022
AVC191	AVC107	3360194	3390755	0.497737	0.0131772	14223	0.00423279
AVC191	FH7	4995716	469273	0.914131	0.00148058	138	2.76237e-05
AVC191	FH158	3949276	1535784	0.720006	0.0057315	1534	0.000388426
AVC191	AVC223	4367568	1281212	0.773188	0.004415	1514	0.000346646
AVC191	FH160	3999273	1492202	0.728269	0.00551799	1527	0.000381819
AVC191	FH3	2320973	5310569	0.304129	0.024603	30947	0.0133336
AVC191	FH24	4177668	1486886	0.737511	0.00528326	2991	0.00071595
AVC191	FH100	2766186	4836415	0.363847	0.020264	28325	0.0102397
AVC191	FH26	4057038	1589537	0.718495	0.0057709	2897	0.000714068
AVC191	FH189	4429076	1128033	0.797011	0.0038666	1731	0.000390826
AVC191	FH41	2279837	5378078	0.29771	0.0251319	28987	0.0127145
AVC191	AVC11	2529987	5122900	0.330592	0.0225595	28343	0.0112028
AVC191	FH4	4109345	1243330	0.767718	0.00454436	107	2.60382e-05
AVC191	FH73	2576733	5060265	0.337401	0.0220666	27867	0.0108149
AVC191	FH122	2390338	5310485	0.3104	0.0240993	31343	0.0131124
AVC191	FH74	2575527	5051279	0.337694	0.0220456	27868	0.0108203
AVC191	FH164	2082268	5141399	0.288256	0.025937	26755	0.012849
AVC191	FH116	4422438	1360789	0.764701	0.00461628	2410	0.000544948
AVC191	FH72	3894913	1876877	0.674819	0.00696351	2451	0.000629282
AVC191	FH6	1984137	5239472	0.274674	0.0271521	25493	0.0128484
AVC191	FH11	1806054	5547059	0.245618	0.030015	24098	0.0133429
AVC191	FH103	2755640	4766920	0.366317	0.0201041	28191	0.0102303
AVC191	AVC204	2564899	5333320	0.324744	0.0229932	31208	0.0121673
AVC191	FH179	4226846	1474425	0.741387	0.00518605	2769	0.000655098
AVC191	FH133	2392204	4795397	0.332824	0.0223966	24581	0.0102755
AVC191	FH184	4251493	1457633	0.744684	0.00510393	2753	0.000647537
AVC191	AVC94	2435761	5156148	0.320836	0.0232884	29102	0.0119478
AVC191	AVC197	2543913	5315208	0.323689	0.0230725	30850	0.012127
AVC191	FH40	2289456	5323187	0.300744	0.0248802	28914	0.0126292
AVC191	AVC96	4383144	1440478	0.752649	0.00490766	3015	0.000687862
AVC191	FH42	2251303	5369596	0.295412	0.0253247	28549	0.0126811
AVC191	FH152	3720580	1896654	0.662351	0.00732405	1720	0.000462294
AVC191	FH183	4244186	1461164	0.743896	0.0051235	2783	0.000655721
AVC191	FH202	1664968	5374154	0.236531	0.0309948	21055	0.0126459
AVC191	FH198	4227190	1453525	0.74413	0.00511769	2301	0.000544333
AVC191	FH145	2353685	5009081	0.319674	0.0233771	24982	0.010614
AVC191	FH170	2407512	5230376	0.315206	0.0237217	29574	0.0122841
AVC191	FH117	4426150	1380863	0.762208	0.00467601	2425	0.00054788
AVC191	FH81	2690925	4678778	0.365133	0.0201806	28444	0.0105703
AVC191	FH43	2229480	5366356	0.293513	0.0254854	28183	0.0126411
AVC191	FH188	2550284	4754765	0.349113	0.0212471	26190	0.0102694
AVC191	FH107	2507819	4755117	0.34529	0.0215107	25134	0.0100223
AVC191	FH66	4396527	5344824	0.451326	0.0153192	9982	0.00227043
AVC191	FH140	2575656	5035884	0.338388	0.0219961	27863	0.0108178
AVC191	AVC58	4434115	1233932	0.7823	0.0042024	2531	0.000570802
AVC191	FH177	2473354	4755726	0.34214	0.0217308	25218	0.0101959
AVC191	FH153	2186128	5326236	0.291004	0.0256997	29279	0.0133931
AVC191	FH79	2129255	4732820	0.310293	0.0241078	21876	0.010274
AVC191	FH147	2575599	5035654	0.338394	0.0219958	27862	0.0108177
AVC191	AVC167	2559708	5193158	0.330163	0.0225911	30933	0.0120846
AVC191	FH70	3906932	1844532	0.679293	0.00683639	2494	0.000638353
AVC191	FH139	2575642	5035612	0.338399	0.0219954	27861	0.0108171
AVC191	FH143	2428790	5008698	0.326561	0.0228575	25947	0.0106831
AVC191	FH105	2755775	4766779	0.366335	0.020103	28192	0.0102302
AVC191	FH208	2482846	5268592	0.320308	0.0233287	30256	0.012186
AVC191	AVC226	2391628	5141204	0.317494	0.0235445	31491	0.0131672
AVC191	FH33	1984979	5214127	0.275726	0.0270554	24698	0.0124424
AVC191	FH29	2362062	4934877	0.323706	0.0230712	23983	0.0101534
AVC191	AVC126	2313142	5246854	0.305971	0.0244537	27486	0.0118825
AVC191	AVC222	4953904	283077	0.945947	0.000908727	11	2.22047e-06
AVC191	AVC220	4136812	1610776	0.719747	0.00573823	2765	0.000668389
AVC191	AVC35	2330644	5505601	0.297418	0.0251563	31426	0.0134838
AVC191	AVC200	2566123	5327826	0.325075	0.0229685	31253	0.0121791
AVC191	FH102	2470402	4760708	0.341635	0.0217663	24724	0.0100081
AVC191	FH199	3929204	1699196	0.698103	0.00631461	2122	0.000540058
AVC191	FH13	2298631	5689598	0.287752	0.0259809	31863	0.0138617
AVC191	FH131	2133132	5330713	0.285795	0.0261519	27444	0.0128656
AVC191	FH205	4202285	1467312	0.741196	0.0051908	2277	0.000541848
AVC191	FH54	3863299	1837865	0.677633	0.00688341	1914	0.000495431
AVC191	FH32	2403123	5295943	0.312132	0.0239624	28903	0.0120273
AVC191	AVC8	2501219	5132748	0.327643	0.022777	28114	0.0112401
AVC191	FH112	2618511	4798619	0.353036	0.0209803	27309	0.0104292
AVC191	AVC109	2267897	5278584	0.300524	0.0248983	30274	0.0133489
AVC191	AVC77	4929346	631976	0.886362	0.00200428	79	1.60265e-05
AVC191	FH191	4162725	1341659	0.756256	0.00481975	1644	0.000394934
AVC191	FH194	2565772	4771836	0.349674	0.0212087	26223	0.0102203
AVC191	FH115	4422383	1360760	0.764702	0.00461624	2411	0.000545181
AVC191	FH90	2512795	4778418	0.344633	0.0215564	25548	0.0101672
AVC191	AVC105	2655560	4890448	0.351916	0.0210561	27927	0.0105164
AVC191	FH118	2425615	5019293	0.325809	0.0229136	26019	0.0107268
AVC191	AVC39	2633140	4935710	0.347892	0.0213309	27720	0.0105274
AVC191	FH197	3736224	1851024	0.668706	0.00713911	1962	0.000525129
AVC191	AVC232	2436427	5451370	0.308886	0.0242198	31526	0.0129394
AVC191	FH129	2311168	4232396	0.353197	0.0209694	5997	0.00259479
AVC191	FH86	3103511	6563622	0.321037	0.0232732	35080	0.0113033
AVC191	AVC103	2668865	4898171	0.352696	0.0210033	27134	0.0101669
AVC191	FH17	2300673	5834030	0.282822	0.0264146	31911	0.0138703
FH138	FH171	2384071	4824237	0.330739	0.0225488	24480	0.0102682
FH138	FH88	4880726	429505	0.919117	0.00138902	31	6.35151e-06
FH138	FH212	2267516	5898073	0.277692	0.0268759	33141	0.0146156
FH138	FH97	4530906	818603	0.846976	0.00278985	23	5.07625e-06
FH138	FH19	2449627	4794425	0.338157	0.0220126	25143	0.010264
FH138	AVC219	2346796	6132067	0.276782	0.0269587	34757	0.0148104
FH138	AVC237	2124013	5699337	0.271497	0.0274469	33490	0.0157673
FH138	AVC7	2187867	5953218	0.268744	0.0277057	34305	0.0156797
FH138	FH22	2256903	5876980	0.277469	0.0268961	33883	0.0150131
FH138	FH144	2121524	5652686	0.272893	0.0273168	29648	0.0139749
FH138	AVC64	2228707	5999430	0.270864	0.0275061	34243	0.0153645
FH138	FH25	2804782	4735714	0.371963	0.0197438	29564	0.0105406
FH138	FH92	5204100	107310	0.979796	0.000330884	33	6.34115e-06
FH138	FH37	4642533	716722	0.866265	0.0023986	36	7.75439e-06
FH138	FH69	2152284	4852198	0.307272	0.0243489	20736	0.00963442
FH138	AVC38	4531731	1370564	0.767791	0.00454261	4136	0.000912676
FH138	FH52	2303359	6267000	0.268759	0.0277043	34901	0.0151522
FH138	AVC201	2113707	5773694	0.267985	0.0277776	32261	0.0152628
FH138	FH104	5235795	126883	0.97634	0.000388516	17	3.24688e-06
FH138	FH180	2812037	4751683	0.37178	0.0197553	29571	0.0105159
FH138	FH61	2151648	5664268	0.275291	0.0270953	29669	0.013789
FH138	FH142	2362897	5703328	0.292937	0.0255344	33690	0.0142579
FH138	AVC5	2602355	4758088	0.35356	0.020945	26328	0.010117
FH138	FH58	2088502	6501546	0.24313	0.0302788	33623	0.0160991
FH138	AVC98	2224870	5942411	0.272413	0.0273615	33339	0.0149847
FH138	AVC235	5224335	140450	0.97382	0.00043072	26	4.97671e-06
FH138	AVC20	3545787	3456382	0.506384	0.0128073	21208	0.00598118
FH138	AVC256	4633656	1283593	0.783076	0.00418446	3962	0.000855048
FH138	AVC97	4462308	1422067	0.758332	0.00476944	4383	0.000982227
FH138	FH83	2230499	5864969	0.275524	0.0270738	34137	0.0153046
FH138	FH132	4543032	1213536	0.789191	0.00404397	4154	0.000914367
FH138	FH203	2557767	4842684	0.345623	0.0214876	26355	0.0103039
FH138	AVC123	2088845	6197672	0.252078	0.0293444	32645	0.0156283
FH138	FH166	2205762	4838005	0.313151	0.0238823	22156	0.0100446
FH138	AVC51	2265912	5697133	0.284553	0.0262612	33512	0.0147896
FH138	FH65	2241514	5681497	0.282912	0.0264066	31705	0.0141445
FH138	FH62	2030327	5639001	0.264733	0.0280886	28269	0.0139234
FH138	FH125	1968007	5692610	0.256899	0.0288572	29257	0.0148663
FH138	FH21	2112346	5825403	0.266114	0.027956	31259	0.0147982
FH138	AVC60	2834952	4790415	0.371779	0.0197554	29104	0.0102661
FH138	FH150	2178409	5771050	0.274032	0.0272113	33397	0.0153309
FH138	AVC148	2254924	6106556	0.26968	0.0276173	33529	0.0148692
FH138	FH207	2206427	5981259	0.269481	0.0276361	32377	0.014674
FH138	FH67	2290570	5723466	0.28582	0.0261498	32570	0.0142192
FH138	FH148	2362882	5704134	0.292907	0.025537	33693	0.0142593
FH138	FH113	3841047	2596230	0.596688	0.00939178	16546	0.00430768
FH138	FH165	1903269	5674179	0.251175	0.0294368	28062	0.0147441
FH138	FH161	1994926	4904372	0.289149	0.0258596	20137	0.0100941
FH138	FH31	2182104	6006444	0.266482	0.0279207	32431	0.0148623
FH138	FH28	2069881	5659658	0.267788	0.0277963	30828	0.0148936
FH138	AVC61	3554327	3361363	0.513951	0.0124904	21268	0.00598369
FH138	FH101	5240940	154194	0.97142	0.000471077	28	5.34255e-06
FH138	FH36	2086272	5669721	0.268988	0.0276826	31175	0.0149429
FH138	FH206	2160759	5968203	0.26581	0.0279851	31449	0.0145546
FH138	FH59	2135353	5931157	0.264718	0.02809	31262	0.0146402
FH138	FH46	2123310	6028460	0.260472	0.0285032	32199	0.0151645
FH138	FH9	2175033	6181179	0.260289	0.0285211	34687	0.0159478
FH138	FH146	2362823	5743044	0.291495	0.0256576	33693	0.0142596
FH138	FH127	5306862	3677	0.999308	1.1173e-05	0	0
FH138	FH111	3410136	2903514	0.540121	0.0114412	14329	0.00420189
FH138	FH204	2838808	4811017	0.371094	0.0197987	29694	0.01046
FH138	FH123	2908252	7037725	0.292405	0.0255798	33374	0.0114756
FH138	FH38	4699285	661314	0.876634	0.00219349	37	7.87354e-06
FH138	FH174	2445118	4811038	0.336972	0.0220973	25260	0.0103308
FH138	FH209	2166210	5968701	0.266286	0.0279396	31595	0.0145854
FH138	AVC216	2014068	5769523	0.258758	0.0286722	28499	0.01415
FH138	FH30	2153047	5682291	0.274787	0.0271417	29518	0.0137099
FH138	FH109	4826016	532685	0.900594	0.0017329	43	8.91004e-06
