
code	|	taxid	|	primary taxid	|	taxname
1	|	2098	|	2098	|	Mycoplasma hominis
1	|	2099	|	2099	|	Mycoplasma hyopneumoniae
1	|	2100	|	2100	|	Mycoplasma hyorhinis
1	|	2102	|	2102	|	Mycoplasma mycoides
1	|	2104	|	2104	|	Mycoplasma pneumoniae
1	|	2109	|	2109	|	Mycoplasma synoviae
1	|	2110	|	2110	|	Mycoplasma agalactiae
1	|	2113	|	2113	|	Mycoplasma californicum
1	|	2115	|	2115	|	Mycoplasma fermentans
1	|	2116	|	2116	|	Mycoplasma iowae
1	|	2128	|	2128	|	Mycoplasma flocculare
1	|	2130	|	2130	|	Ureaplasma urealyticum
1	|	2133	|	2133	|	Spiroplasma citri
1	|	2134	|	2134	|	Spiroplasma melliferum
1	|	2138	|	2138	|	Spiroplasma poulsonii
1	|	2148	|	2148	|	Acholeplasma laidlawii
1	|	2151	|	2151	|	Mesoplasma florum
1	|	2173	|	2173	|	Methanobrevibacter smithii
1	|	2188	|	2188	|	Methanococcus voltae
1	|	2208	|	2208	|	Methanosarcina barkeri
1	|	2209	|	2209	|	Methanosarcina mazei
1	|	2242	|	2242	|	Halobacterium salinarum
1	|	2246	|	2246	|	Haloferax volcanii
1	|	2252	|	2252	|	Haloferax mediterranei
1	|	2285	|	2285	|	Sulfolobus acidocaldarius
1	|	2287	|	2287	|	Saccharolobus solfataricus
1	|	2336	|	2336	|	Thermotoga maritima
1	|	2371	|	2371	|	Xylella fastidiosa
1	|	2426	|	2426	|	Teredinibacter turnerae
1	|	2702	|	2702	|	Gardnerella vaginalis
1	|	2711	|	2711	|	Citrus sinensis
1	|	2718	|	2718	|	Cardiobacterium hominis
1	|	2738	|	2738	|	Vagococcus fluvialis
1	|	2743	|	2743	|	Marinobacter hydrocarbonoclasticus
1	|	2748	|	2748	|	Carnobacterium divergens
1	|	2751	|	2751	|	Carnobacterium maltaromaticum
1	|	2754	|	2754	|	Synergistes jonesii
1	|	2756	|	2756	|	Brochothrix thermosphacta
1	|	3076	|	3076	|	Chlorella sorokiniana
1	|	3077	|	3077	|	Chlorella vulgaris
1	|	3197	|	3197	|	Marchantia polymorpha
1	|	3435	|	3435	|	Persea americana
1	|	3483	|	3483	|	Cannabis sativa
1	|	3634	|	3634	|	Gossypium barbadense
1	|	3635	|	3635	|	Gossypium hirsutum
1	|	3656	|	3656	|	Cucumis melo
1	|	3659	|	3659	|	Cucumis sativus
1	|	3702	|	3702	|	Arabidopsis thaliana
1	|	3711	|	3711	|	Brassica rapa
1	|	3712	|	3712	|	Brassica oleracea
1	|	3726	|	3726	|	Raphanus sativus
1	|	3760	|	3760	|	Prunus persica
1	|	3818	|	3818	|	Arachis hypogaea
1	|	3827	|	3827	|	Cicer arietinum
1	|	3847	|	3847	|	Glycine max
1	|	3848	|	3848	|	Glycine soja
1	|	3880	|	3880	|	Medicago truncatula
1	|	3885	|	3885	|	Phaseolus vulgaris
1	|	3914	|	3914	|	Vigna angularis
1	|	3981	|	3981	|	Hevea brasiliensis
1	|	3983	|	3983	|	Manihot esculenta
1	|	4006	|	4006	|	Linum usitatissimum
1	|	4072	|	4072	|	Capsicum annuum
1	|	4081	|	4081	|	Solanum lycopersicum
1	|	4084	|	4084	|	Solanum pimpinellifolium
1	|	4097	|	4097	|	Nicotiana tabacum
1	|	4113	|	4113	|	Solanum tuberosum
1	|	4182	|	4182	|	Sesamum indicum
1	|	4236	|	4236	|	Lactuca sativa
1	|	4432	|	4432	|	Nelumbo nucifera
1	|	4513	|	4513	|	Hordeum vulgare
1	|	4530	|	4530	|	Oryza sativa
1	|	4558	|	4558	|	Sorghum bicolor
1	|	4565	|	4565	|	Triticum aestivum
1	|	4577	|	4577	|	Zea mays
1	|	4639	|	4639	|	Ensete ventricosum
1	|	4781	|	4781	|	Plasmopara halstedii
1	|	4784	|	4784	|	Phytophthora capsici
1	|	4785	|	4785	|	Phytophthora cinnamomi
1	|	4787	|	4787	|	Phytophthora infestans
1	|	4790	|	4790	|	Phytophthora nicotianae
1	|	4792	|	4792	|	Phytophthora parasitica
1	|	4896	|	4896	|	Schizosaccharomyces pombe
1	|	4903	|	4903	|	Cyberlindnera jadinii
1	|	4909	|	4909	|	Pichia kudriavzevii
1	|	4911	|	4911	|	Kluyveromyces marxianus
1	|	4922	|	4922	|	Komagataella pastoris
1	|	4927	|	4927	|	Wickerhamomyces anomalus
1	|	4929	|	4929	|	Meyerozyma guilliermondii
1	|	4931	|	4931	|	Saccharomyces bayanus
1	|	4932	|	4932	|	Saccharomyces cerevisiae
1	|	4950	|	4950	|	Torulaspora delbrueckii
1	|	4952	|	4952	|	Yarrowia lipolytica
1	|	4956	|	4956	|	Zygosaccharomyces rouxii
1	|	4959	|	4959	|	Debaryomyces hansenii
1	|	5007	|	5007	|	Brettanomyces bruxellensis
1	|	5011	|	5011	|	Taphrina deformans
1	|	5025	|	5025	|	Venturia inaequalis
1	|	5037	|	5037	|	Histoplasma capsulatum
1	|	5039	|	5039	|	Blastomyces dermatitidis
1	|	5059	|	5059	|	Aspergillus flavus
1	|	5061	|	5061	|	Aspergillus niger
1	|	5062	|	5062	|	Aspergillus oryzae
1	|	5067	|	5067	|	Aspergillus parasiticus
1	|	5068	|	5068	|	Aspergillus tubingensis
1	|	5075	|	5075	|	Penicillium camemberti
1	|	5076	|	5076	|	Penicillium chrysogenum
1	|	5082	|	5082	|	Penicillium roqueforti
1	|	5098	|	5098	|	Monascus purpureus
1	|	5111	|	5111	|	Claviceps purpurea
1	|	5116	|	5116	|	Cryphonectria parasitica
1	|	5127	|	5127	|	Fusarium fujikuroi
1	|	5141	|	5141	|	Neurospora crassa
1	|	5158	|	5158	|	Ceratocystis fimbriata
1	|	5207	|	5207	|	Cryptococcus neoformans
1	|	5270	|	5270	|	Ustilago maydis
1	|	5272	|	5272	|	Microbotryum violaceum
1	|	5286	|	5286	|	Rhodotorula toruloides
1	|	5315	|	5315	|	Ganoderma lucidum
1	|	5322	|	5322	|	Pleurotus ostreatus
1	|	5323	|	5323	|	Pleurotus eryngii
1	|	5334	|	5334	|	Schizophyllum commune
1	|	5341	|	5341	|	Agaricus bisporus
1	|	5353	|	5353	|	Lentinula edodes
1	|	5467	|	5467	|	Colletotrichum truncatum
1	|	5476	|	5476	|	Candida albicans
1	|	5477	|	5477	|	[Candida] boidinii
1	|	5478	|	5478	|	[Candida] glabrata
1	|	5480	|	5480	|	Candida parapsilosis
1	|	5482	|	5482	|	Candida tropicalis
1	|	5501	|	5501	|	Coccidioides immitis
1	|	5507	|	5507	|	Fusarium oxysporum
1	|	5516	|	5516	|	Fusarium culmorum
1	|	5518	|	5518	|	Fusarium graminearum
1	|	5530	|	5530	|	Metarhizium anisopliae
1	|	5537	|	5537	|	Rhodotorula mucilaginosa
1	|	5544	|	5544	|	Trichoderma harzianum
1	|	5551	|	5551	|	Trichophyton rubrum
1	|	5580	|	5580	|	Aureobasidium pullulans
1	|	5599	|	5599	|	Alternaria alternata
1	|	5601	|	5601	|	Phialophora americana
1	|	5660	|	5660	|	Leishmania braziliensis
1	|	5661	|	5661	|	Leishmania donovani
1	|	5666	|	5666	|	Leishmania tropica
1	|	5671	|	5671	|	Leishmania infantum
1	|	5691	|	5691	|	Trypanosoma brucei
1	|	5693	|	5693	|	Trypanosoma cruzi
1	|	5741	|	5741	|	Giardia intestinalis
1	|	5755	|	5755	|	Acanthamoeba castellanii
1	|	5759	|	5759	|	Entamoeba histolytica
1	|	5763	|	5763	|	Naegleria fowleri
1	|	5807	|	5807	|	Cryptosporidium parvum
1	|	5811	|	5811	|	Toxoplasma gondii
1	|	5821	|	5821	|	Plasmodium berghei
1	|	5825	|	5825	|	Plasmodium chabaudi
1	|	5833	|	5833	|	Plasmodium falciparum
1	|	5850	|	5850	|	Plasmodium knowlesi
1	|	5855	|	5855	|	Plasmodium vivax
1	|	5860	|	5860	|	Plasmodium vinckei
1	|	5861	|	5861	|	Plasmodium yoelii
1	|	5868	|	5868	|	Babesia microti
1	|	5875	|	5875	|	Theileria parva
1	|	5970	|	5970	|	Exophiala dermatitidis
1	|	6035	|	6035	|	Encephalitozoon cuniculi
1	|	6192	|	6192	|	Fasciola hepatica
1	|	6239	|	6239	|	Caenorhabditis elegans
1	|	6253	|	6253	|	Ascaris suum
1	|	6293	|	6293	|	Wuchereria bancrofti
1	|	6304	|	6304	|	Meloidogyne arenaria
1	|	6306	|	6306	|	Meloidogyne incognita
1	|	6326	|	6326	|	Bursaphelenchus xylophilus
1	|	6334	|	6334	|	Trichinella spiralis
1	|	6337	|	6337	|	Trichinella pseudospiralis
1	|	6526	|	6526	|	Biomphalaria glabrata
1	|	6853	|	6853	|	Tachypleus tridentatus
1	|	6941	|	6941	|	Rhipicephalus microplus
1	|	7038	|	7038	|	Bemisia tabaci
1	|	7091	|	7091	|	Bombyx mori
1	|	7108	|	7108	|	Spodoptera frugiperda
1	|	7111	|	7111	|	Trichoplusia ni
1	|	7159	|	7159	|	Aedes aegypti
1	|	7160	|	7160	|	Aedes albopictus
1	|	7165	|	7165	|	Anopheles gambiae
1	|	7217	|	7217	|	Drosophila ananassae
1	|	7227	|	7227	|	Drosophila melanogaster
1	|	7237	|	7237	|	Drosophila pseudoobscura
1	|	7240	|	7240	|	Drosophila simulans
1	|	7241	|	7241	|	Drosophila subobscura
1	|	7244	|	7244	|	Drosophila virilis
1	|	7291	|	7291	|	Drosophila albomicans
1	|	7460	|	7460	|	Apis mellifera
1	|	7461	|	7461	|	Apis cerana
1	|	7719	|	7719	|	Ciona intestinalis
1	|	7906	|	7906	|	Acipenser ruthenus
1	|	7937	|	7937	|	Anguilla japonica
1	|	7950	|	7950	|	Clupea harengus
1	|	7955	|	7955	|	Danio rerio
1	|	7957	|	7957	|	Carassius auratus
1	|	7962	|	7962	|	Cyprinus carpio
1	|	8010	|	8010	|	Esox lucius
1	|	8022	|	8022	|	Oncorhynchus mykiss
1	|	8049	|	8049	|	Gadus morhua
1	|	8090	|	8090	|	Oryzias latipes
1	|	8153	|	8153	|	Haplochromis burtoni
1	|	8156	|	8156	|	Pseudosimochromis babaulti
1	|	8187	|	8187	|	Lates calcarifer
1	|	8839	|	8839	|	Anas platyrhynchos
1	|	8962	|	8962	|	Aquila chrysaetos
1	|	9305	|	9305	|	Sarcophilus harrisii
1	|	9325	|	9325	|	Petrogale xanthopus
1	|	9407	|	9407	|	Rousettus aegyptiacus
1	|	9483	|	9483	|	Callithrix jacchus
1	|	9541	|	9541	|	Macaca fascicularis
1	|	9544	|	9544	|	Macaca mulatta
1	|	9606	|	9606	|	Homo sapiens
1	|	9612	|	9612	|	Canis lupus
1	|	9668	|	9668	|	Mustela putorius
1	|	9739	|	9739	|	Tursiops truncatus
1	|	9823	|	9823	|	Sus scrofa
1	|	9925	|	9925	|	Capra hircus
1	|	9940	|	9940	|	Ovis aries
1	|	10029	|	10029	|	Cricetulus griseus
1	|	10090	|	10090	|	Mus musculus
1	|	10243	|	10243	|	Cowpox virus
1	|	10244	|	10244	|	Monkeypox virus
1	|	10245	|	10245	|	Vaccinia virus
1	|	10255	|	10255	|	Variola virus
1	|	10258	|	10258	|	Orf virus
1	|	10261	|	10261	|	Fowlpox virus
1	|	10266	|	10266	|	Sheeppox virus
1	|	10273	|	10273	|	Myxoma virus
1	|	10279	|	10279	|	Molluscum contagiosum virus
1	|	10298	|	10298	|	Human alphaherpesvirus 1
1	|	10310	|	10310	|	Human alphaherpesvirus 2
1	|	10376	|	10376	|	Human gammaherpesvirus 4
1	|	10407	|	10407	|	Hepatitis B virus
1	|	10454	|	10454	|	Spodoptera exigua multiple nucleopolyhedrovirus
1	|	10493	|	10493	|	Frog virus 3
1	|	10497	|	10497	|	African swine fever virus
1	|	10537	|	10537	|	Canine mastadenovirus A
1	|	10561	|	10561	|	Xipapillomavirus 1
1	|	10570	|	10570	|	Alphapapillomavirus 12
1	|	10665	|	10665	|	Escherichia virus T4
1	|	10678	|	10678	|	Escherichia virus P1
1	|	10754	|	10754	|	Salmonella virus P22
1	|	10821	|	10821	|	Maize streak virus
1	|	10826	|	10826	|	Panicum streak virus
1	|	10832	|	10832	|	Tomato yellow leaf curl virus
1	|	10834	|	10834	|	Wheat dwarf virus
1	|	10840	|	10840	|	Beet curly top virus
1	|	10847	|	10847	|	Escherichia virus phiX174
1	|	10879	|	10879	|	Pseudomonas virus phi6
1	|	11002	|	11002	|	Infectious pancreatic necrosis virus
1	|	11034	|	11034	|	Sindbis virus
1	|	11036	|	11036	|	Venezuelan equine encephalitis virus
1	|	11072	|	11072	|	Japanese encephalitis virus
1	|	11079	|	11079	|	Murray Valley encephalitis virus
1	|	11082	|	11082	|	West Nile virus
1	|	11103	|	11103	|	Hepacivirus C
1	|	11234	|	11234	|	Measles morbillivirus
1	|	11250	|	11250	|	Human orthopneumovirus
1	|	11269	|	11269	|	Marburg marburgvirus
1	|	11292	|	11292	|	Rabies lyssavirus
1	|	11320	|	11320	|	Influenza A virus
1	|	11552	|	11552	|	Influenza C virus
1	|	11676	|	11676	|	Human immunodeficiency virus 1
1	|	11709	|	11709	|	Human immunodeficiency virus 2
1	|	11723	|	11723	|	Simian immunodeficiency virus
1	|	11983	|	11983	|	Norwalk virus
1	|	12110	|	12110	|	Foot-and-mouth disease virus
1	|	12211	|	12211	|	Plum pox virus
1	|	12216	|	12216	|	Potato virus Y
1	|	12287	|	12287	|	Flock House virus
1	|	12305	|	12305	|	Cucumber mosaic virus
1	|	12475	|	12475	|	Hepatitis delta virus
1	|	12558	|	12558	|	Sesbania mosaic virus
1	|	12585	|	12585	|	Banana bunchy top virus
1	|	12637	|	12637	|	Dengue virus
1	|	12639	|	12639	|	Duck hepatitis B virus
1	|	13123	|	13123	|	Lymantria dispar
1	|	13368	|	13368	|	Brettanomyces custersianus
1	|	13370	|	13370	|	Brettanomyces naardenensis
1	|	13373	|	13373	|	Burkholderia mallei
1	|	13563	|	13563	|	Heterobasidion annosum
1	|	13684	|	13684	|	Parastagonospora nodorum
1	|	13686	|	13686	|	Solenopsis invicta
1	|	13689	|	13689	|	Sphingomonas paucimobilis
1	|	13690	|	13690	|	Sphingobium yanoikuyae
1	|	15368	|	15368	|	Brachypodium distachyon
1	|	22663	|	22663	|	Punica granatum
1	|	27288	|	27288	|	Naumovozyma castellii
1	|	27291	|	27291	|	Saccharomyces paradoxus
1	|	27292	|	27292	|	Saccharomyces pastorianus
1	|	27293	|	27293	|	Kazachstania servazzii
1	|	27334	|	27334	|	Penicillium expansum
1	|	27337	|	27337	|	Verticillium dahliae
1	|	27350	|	27350	|	Puccinia striiformis
1	|	28025	|	28025	|	Bifidobacterium animalis
1	|	28026	|	28026	|	Bifidobacterium pseudocatenulatum
1	|	28031	|	28031	|	Lysinibacillus fusiformis
1	|	28034	|	28034	|	Sulfobacillus thermosulfidooxidans
1	|	28035	|	28035	|	Staphylococcus lugdunensis
1	|	28037	|	28037	|	Streptococcus mitis
1	|	28038	|	28038	|	Latilactobacillus curvatus
1	|	28051	|	28051	|	Lachnospira multipara
1	|	28068	|	28068	|	Rubrivivax gelatinosus
1	|	28077	|	28077	|	Nitrospirillum amazonense
1	|	28080	|	28080	|	Campylobacter upsaliensis
1	|	28082	|	28082	|	Legionella anisa
1	|	28084	|	28084	|	Legionella cherrii
1	|	28087	|	28087	|	Legionella sainthelensi
1	|	28090	|	28090	|	Acinetobacter lwoffii
1	|	28091	|	28091	|	Neisseria weaveri
1	|	28094	|	28094	|	Trinickia caryophylli
1	|	28095	|	28095	|	Burkholderia gladioli
1	|	28097	|	28097	|	Ralstonia syzygii
1	|	28099	|	28099	|	Agrobacterium rubi
1	|	28101	|	28101	|	Phyllobacterium myrsinacearum
1	|	28108	|	28108	|	Alteromonas macleodii
1	|	28109	|	28109	|	Pseudoalteromonas nigrifaciens
1	|	28110	|	28110	|	Francisella philomiragia
1	|	28111	|	28111	|	Bacteroides eggerthii
1	|	28112	|	28112	|	Tannerella forsythia
1	|	28113	|	28113	|	Bacteroides heparinolyticus
1	|	28114	|	28114	|	Porphyromonas levii
1	|	28115	|	28115	|	Porphyromonas macacae
1	|	28116	|	28116	|	Bacteroides ovatus
1	|	28117	|	28117	|	Alistipes putredinis
1	|	28118	|	28118	|	Odoribacter splanchnicus
1	|	28125	|	28125	|	Prevotella bivia
1	|	28126	|	28126	|	Prevotella buccae
1	|	28127	|	28127	|	Prevotella buccalis
1	|	28129	|	28129	|	Prevotella denticola
1	|	28130	|	28130	|	Prevotella disiens
1	|	28131	|	28131	|	Prevotella intermedia
1	|	28132	|	28132	|	Prevotella melaninogenica
1	|	28133	|	28133	|	Prevotella nigrescens
1	|	28134	|	28134	|	Prevotella oralis
1	|	28135	|	28135	|	Prevotella oris
1	|	28137	|	28137	|	Prevotella veroralis
1	|	28141	|	28141	|	Cronobacter sakazakii
1	|	28151	|	28151	|	Serratia proteamaculans
1	|	28152	|	28152	|	Yersinia kristensenii
1	|	28171	|	28171	|	Vibrio aestuarianus
1	|	28172	|	28172	|	Vibrio metschnikovii
1	|	28173	|	28173	|	Vibrio nigripulchritudo
1	|	28182	|	28182	|	Leptospira noguchii
1	|	28183	|	28183	|	Leptospira santarosai
1	|	28184	|	28184	|	Leptospira weilii
1	|	28188	|	28188	|	Capnocytophaga canimorsus
1	|	28189	|	28189	|	Capnocytophaga cynodegmi
1	|	28197	|	28197	|	Aliarcobacter butzleri
1	|	28198	|	28198	|	Aliarcobacter cryaerophilus
1	|	28200	|	28200	|	Aliarcobacter skirrowii
1	|	28251	|	28251	|	Ornithobacterium rhinotracheale
1	|	28258	|	28258	|	Cobetia marina
1	|	28264	|	28264	|	Arcanobacterium haemolyticum
1	|	28295	|	28295	|	Porcine epidemic diarrhea virus
1	|	28350	|	28350	|	Tomato leaf curl virus
1	|	28447	|	28447	|	Clavibacter michiganensis
1	|	28448	|	28448	|	Komagataeibacter xylinus
1	|	28449	|	28449	|	Neisseria subflava
1	|	28450	|	28450	|	Burkholderia pseudomallei
1	|	28452	|	28452	|	Leptospira alstonii
1	|	28454	|	28454	|	Sphingobacterium multivorum
1	|	28873	|	28873	|	Camelpox virus
1	|	28875	|	28875	|	Rotavirus A
1	|	28876	|	28876	|	Rotavirus B
1	|	28898	|	28898	|	Campylobacter helveticus
1	|	28901	|	28901	|	Salmonella enterica
1	|	28903	|	28903	|	Mycoplasma bovis
1	|	29092	|	29092	|	Microtus agrestis
1	|	29159	|	29159	|	Crassostrea gigas
1	|	29176	|	29176	|	Neospora caninum
1	|	29311	|	29311	|	Mycobacterium haemophilum
1	|	29320	|	29320	|	Paenarthrobacter nicotinovorans
1	|	29341	|	29341	|	Clostridium argentinense
1	|	29347	|	29347	|	[Clostridium] scindens
1	|	29348	|	29348	|	[Clostridium] spiroforme
1	|	29354	|	29354	|	Lacrimispora celerecrescens
1	|	29361	|	29361	|	Tyzzerella nexilis
1	|	29363	|	29363	|	Clostridium paraputrificum
1	|	29378	|	29378	|	Staphylococcus arlettae
1	|	29379	|	29379	|	Staphylococcus auricularis
1	|	29380	|	29380	|	Staphylococcus caprae
1	|	29382	|	29382	|	Staphylococcus cohnii
1	|	29384	|	29384	|	Staphylococcus kloosii
1	|	29385	|	29385	|	Staphylococcus saprophyticus
1	|	29388	|	29388	|	Staphylococcus capitis
1	|	29394	|	29394	|	Dolosigranulum pigrum
1	|	29419	|	29419	|	Helicobacter canis
1	|	29423	|	29423	|	Legionella oakridgensis
1	|	29430	|	29430	|	Acinetobacter haemolyticus
1	|	29432	|	29432	|	Psychrobacter phenylpyruvicus
1	|	29433	|	29433	|	Moraxella ovis
1	|	29438	|	29438	|	Pseudomonas savastanoi
1	|	29442	|	29442	|	Pseudomonas tolaasii
1	|	29447	|	29447	|	Xanthomonas albilineans
1	|	29448	|	29448	|	Bradyrhizobium elkanii
1	|	29449	|	29449	|	Rhizobium etli
1	|	29450	|	29450	|	Rhizobium leucaenae
1	|	29459	|	29459	|	Brucella melitensis
1	|	29460	|	29460	|	Brucella neotomae
1	|	29461	|	29461	|	Brucella suis
1	|	29466	|	29466	|	Veillonella parvula
1	|	29471	|	29471	|	Pectobacterium atrosepticum
1	|	29483	|	29483	|	Yersinia aldovae
1	|	29484	|	29484	|	Yersinia frederiksenii
1	|	29485	|	29485	|	Yersinia rohdei
1	|	29486	|	29486	|	Yersinia ruckeri
1	|	29488	|	29488	|	Photorhabdus luminescens
1	|	29489	|	29489	|	Aeromonas enteropelogenes
1	|	29494	|	29494	|	Vibrio furnissii
1	|	29495	|	29495	|	Vibrio navarrensis
1	|	29497	|	29497	|	Vibrio splendidus
1	|	29498	|	29498	|	Vibrio tubiashii
1	|	29507	|	29507	|	Leptospira kirschneri
1	|	29508	|	29508	|	Leptospira meyeri
1	|	29518	|	29518	|	Borreliella afzelii
1	|	29519	|	29519	|	Borreliella garinii
1	|	29522	|	29522	|	Brachyspira aalborgi
1	|	29546	|	29546	|	Lawsonia intracellularis
1	|	29549	|	29549	|	Rhodothermus marinus
1	|	29555	|	29555	|	Mycoplasma canis
1	|	29559	|	29559	|	Mycoplasma hyosynoviae
1	|	29561	|	29561	|	Mycoplasma meleagridis
1	|	29562	|	29562	|	Mycoplasma ovipneumoniae
1	|	29570	|	29570	|	Halomonas meridiana
1	|	29575	|	29575	|	Taylorella equigenitalis
1	|	29581	|	29581	|	Janthinobacterium lividum
1	|	29656	|	29656	|	Spirodela polyrhiza
1	|	29710	|	29710	|	Dioscorea cayenensis
1	|	29760	|	29760	|	Vitis vinifera
1	|	29833	|	29833	|	Hanseniaspora uvarum
1	|	29856	|	29856	|	Clonostachys rosea
1	|	29875	|	29875	|	Trichoderma virens
1	|	29879	|	29879	|	Neurospora discreta
1	|	29881	|	29881	|	Neurospora cerealis
1	|	29908	|	29908	|	Sporothrix schenckii
1	|	29910	|	29910	|	Tolypocladium inflatum
1	|	29917	|	29917	|	Cladosporium cladosporioides
1	|	29920	|	29920	|	Phytophthora cactorum
1	|	30069	|	30069	|	Anopheles stephensi
1	|	31234	|	31234	|	Caenorhabditis remanei
1	|	31600	|	31600	|	Indian cassava mosaic virus
1	|	31744	|	31744	|	Rice yellow mottle virus
1	|	31899	|	31899	|	Caldicellulosiruptor bescii
1	|	31958	|	31958	|	Amycolatopsis orientalis
1	|	31998	|	31998	|	Methylobacterium radiotolerans
1	|	32002	|	32002	|	Achromobacter denitrificans
1	|	32046	|	32046	|	Synechococcus elongatus
1	|	32201	|	32201	|	Carya illinoinensis
1	|	32515	|	32515	|	Xenotilapia sima
1	|	32597	|	32597	|	Perkinsus olseni
1	|	33007	|	33007	|	Winkia neuii
1	|	33010	|	33010	|	Cutibacterium avidum
1	|	33025	|	33025	|	Phascolarctobacterium faecium
1	|	33028	|	33028	|	Staphylococcus saccharolyticus
1	|	33029	|	33029	|	Anaerococcus hydrogenalis
1	|	33031	|	33031	|	Peptoniphilus lacrimalis
1	|	33033	|	33033	|	Parvimonas micra
1	|	33035	|	33035	|	Blautia producta
1	|	33037	|	33037	|	Anaerococcus vaginalis
1	|	33038	|	33038	|	[Ruminococcus] gnavus
1	|	33039	|	33039	|	[Ruminococcus] torques
1	|	33043	|	33043	|	Coprococcus eutactus
1	|	33044	|	33044	|	Bartonella doshiae
1	|	33045	|	33045	|	Bartonella grahamii
1	|	33046	|	33046	|	Bartonella taylorii
1	|	33047	|	33047	|	Bartonella vinsonii
1	|	33050	|	33050	|	Sphingopyxis macrogoltabida
1	|	33051	|	33051	|	Sphingomonas sanguinis
1	|	33052	|	33052	|	Sphingopyxis terrae
1	|	33059	|	33059	|	Acidithiobacillus caldus
1	|	33060	|	33060	|	Yersinia mollaretii
1	|	33069	|	33069	|	Pseudomonas viridiflava
1	|	33178	|	33178	|	Aspergillus terreus
1	|	33203	|	33203	|	Purpureocillium lilacinum
1	|	33418	|	33418	|	Heliconius ethilla
1	|	33419	|	33419	|	Heliconius numata
1	|	33424	|	33424	|	Heliconius cydno
1	|	33425	|	33425	|	Heliconius hecale
1	|	33441	|	33441	|	Heliconius pardalinus
1	|	33444	|	33444	|	Heliconius elevatus
1	|	33455	|	33455	|	Laparus doris
1	|	33653	|	33653	|	Cafeteria roenbergensis
1	|	33881	|	33881	|	Curtobacterium luteum
1	|	33885	|	33885	|	Microbacterium lacticum
1	|	33887	|	33887	|	Rathayibacter rathayi
1	|	33888	|	33888	|	Rathayibacter tritici
1	|	33889	|	33889	|	Brevibacterium casei
1	|	33898	|	33898	|	Streptomyces galbus
1	|	33900	|	33900	|	Streptomyces murinus
1	|	33903	|	33903	|	Streptomyces avermitilis
1	|	33905	|	33905	|	Bifidobacterium thermophilum
1	|	33910	|	33910	|	Amycolatopsis mediterranei
1	|	33934	|	33934	|	Anoxybacillus flavithermus
1	|	33936	|	33936	|	Aeribacillus pallidus
1	|	33940	|	33940	|	Geobacillus thermodenitrificans
1	|	33941	|	33941	|	Geobacillus thermoleovorans
1	|	33945	|	33945	|	Enterococcus avium
1	|	33959	|	33959	|	Lactobacillus johnsonii
1	|	33962	|	33962	|	Lentilactobacillus kefiri
1	|	33964	|	33964	|	Leuconostoc citreum
1	|	33968	|	33968	|	Leuconostoc pseudomesenteroides
1	|	33970	|	33970	|	Melissococcus plutonius
1	|	33989	|	33989	|	Rickettsia amblyommatis
1	|	33990	|	33990	|	Rickettsia bellii
1	|	33995	|	33995	|	Komagataeibacter europaeus
1	|	33996	|	33996	|	Gluconacetobacter diazotrophicus
1	|	34007	|	34007	|	Paracoccus versutus
1	|	34021	|	34021	|	Candidatus Liberibacter asiaticus
1	|	34038	|	34038	|	Rahnella aquatilis
1	|	34059	|	34059	|	Moraxella atlantae
1	|	34062	|	34062	|	Moraxella osloensis
1	|	34073	|	34073	|	Variovorax paradoxus
1	|	34085	|	34085	|	Riemerella anatipestifer
1	|	34103	|	34103	|	Sphaerotilus natans
1	|	34105	|	34105	|	Streptobacillus moniliformis
1	|	34356	|	34356	|	Kodamaea ohmeri
1	|	34373	|	34373	|	Blumeria graminis
1	|	34740	|	34740	|	Heliconius melpomene
1	|	35319	|	35319	|	Tete orthobunyavirus
1	|	35554	|	35554	|	Geobacter sulfurreducens
1	|	35629	|	35629	|	Torulaspora pretoriensis
1	|	35703	|	35703	|	Citrobacter amalonaticus
1	|	35717	|	35717	|	Epichloe festucae
1	|	35725	|	35725	|	Macrophomina phaseolina
1	|	35755	|	35755	|	Corynebacterium kutscheri
1	|	35760	|	35760	|	Bifidobacterium choerinum
1	|	35790	|	35790	|	Rickettsia japonica
1	|	35792	|	35792	|	Rickettsia parkeri
1	|	35806	|	35806	|	Rhodovulum sulfidophilum
1	|	35814	|	35814	|	Bordetella holmesii
1	|	35817	|	35817	|	Helicobacter heilmannii
1	|	35818	|	35818	|	Helicobacter pullorum
1	|	35841	|	35841	|	Caldibacillus thermoamylovorans
1	|	35884	|	35884	|	Ipomoea trifida
1	|	36022	|	36022	|	Cyberlindnera fabianii
1	|	36080	|	36080	|	Mucor circinelloides
1	|	36330	|	36330	|	Plasmodium ovale
1	|	36427	|	36427	|	Rotavirus C
1	|	36630	|	36630	|	Aspergillus fischeri
1	|	36651	|	36651	|	Penicillium digitatum
1	|	36745	|	36745	|	Clostridium saccharoperbutylacetonicum
1	|	36746	|	36746	|	Pseudomonas cichorii
1	|	36808	|	36808	|	Corynebacterium bovis
1	|	36809	|	36809	|	Mycobacteroides abscessus
1	|	36822	|	36822	|	Gordonia rubripertincta
1	|	36841	|	36841	|	Terrisporobacter glycolicus
1	|	36855	|	36855	|	Brucella canis
1	|	36874	|	36874	|	Porphyromonas cangingivalis
1	|	36911	|	36911	|	Clavispora lusitaniae
1	|	37081	|	37081	|	Spheniscus magellanicus
1	|	37326	|	37326	|	Nocardia brasiliensis
