name	Locus	Identity	Coverage	Alignment Length	Allele Length	Gaps	Allele	Simple Allele	IncF RST
FH22	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B40
FH22	FIIK	-	-	-	-	-	-	-	F24:A-:B40
FH22	FIIS	-	-	-	-	-	-	-	F24:A-:B40
FH22	FIIY	-	-	-	-	-	-	-	F24:A-:B40
FH144	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH144	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH144	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH144	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH144	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH144	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH144	FIIY	-	-	-	-	-	-	-	F4:A-:B1
AVC64	FIA	-	-	-	-	-	-	-	F2:A-:B1
AVC64	FIB	100.0	100.0	373	373	0	FIB_1	B1	F2:A-:B1
AVC64	FIC	-	-	-	-	-	-	-	F2:A-:B1
AVC64	FII	100.0	100.0	157	157	0	FII_2	F2	F2:A-:B1
AVC64	FIIK	-	-	-	-	-	-	-	F2:A-:B1
AVC64	FIIS	-	-	-	-	-	-	-	F2:A-:B1
AVC64	FIIY	-	-	-	-	-	-	-	F2:A-:B1
FH25	FIA	-	-	-	-	-	-	-	F24:A-:B1
FH25	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
FH25	FIC	-	-	-	-	-	-	-	F24:A-:B1
FH25	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
FH25	FIIK	-	-	-	-	-	-	-	F24:A-:B1
FH25	FIIS	-	-	-	-	-	-	-	F24:A-:B1
FH25	FIIY	-	-	-	-	-	-	-	F24:A-:B1
FH92	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH92	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH92	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH92	FII	-	-	-	-	-	-	-	C4:A-:B1
FH92	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH92	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH92	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH37	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH37	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH37	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH37	FII	-	-	-	-	-	-	-	C4:A-:B1
FH37	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH37	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH37	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH69	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH69	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH69	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH69	FII	-	-	-	-	-	-	-	C4:A-:B1
FH69	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH69	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH69	FIIY	-	-	-	-	-	-	-	C4:A-:B1
AVC38	FIA	-	-	-	-	-	-	-	F24:A-:B1
AVC38	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
AVC38	FIC	-	-	-	-	-	-	-	F24:A-:B1
AVC38	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
AVC38	FIIK	-	-	-	-	-	-	-	F24:A-:B1
AVC38	FIIS	-	-	-	-	-	-	-	F24:A-:B1
AVC38	FIIY	-	-	-	-	-	-	-	F24:A-:B1
FH52	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH52	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH52	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH52	FII	-	-	-	-	-	-	-	C4:A-:B1
FH52	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH52	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH52	FIIY	-	-	-	-	-	-	-	C4:A-:B1
AVC201	FIA	-	-	-	-	-	-	-	F4:A-:B1
AVC201	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
AVC201	FIC	-	-	-	-	-	-	-	F4:A-:B1
AVC201	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
AVC201	FIIK	-	-	-	-	-	-	-	F4:A-:B1
AVC201	FIIS	-	-	-	-	-	-	-	F4:A-:B1
AVC201	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH104	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH104	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH104	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH104	FII	-	-	-	-	-	-	-	C4:A-:B1
FH104	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH104	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH104	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH180	FIA	-	-	-	-	-	-	-	F24:A-:B1
FH180	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
FH180	FIC	-	-	-	-	-	-	-	F24:A-:B1
FH180	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
FH180	FIIK	-	-	-	-	-	-	-	F24:A-:B1
FH180	FIIS	-	-	-	-	-	-	-	F24:A-:B1
FH180	FIIY	-	-	-	-	-	-	-	F24:A-:B1
FH61	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH61	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH61	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH61	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH61	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH61	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH61	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH142	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH142	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH142	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH142	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH142	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH142	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH142	FIIY	-	-	-	-	-	-	-	F4:A-:B1
AVC5	FIA	-	-	-	-	-	-	-	C4:A-:B1
AVC5	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
AVC5	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
AVC5	FII	-	-	-	-	-	-	-	C4:A-:B1
AVC5	FIIK	-	-	-	-	-	-	-	C4:A-:B1
AVC5	FIIS	-	-	-	-	-	-	-	C4:A-:B1
AVC5	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH58	FIA	-	-	-	-	-	-	-	F29:A-:B-
FH58	FIB	-	-	-	-	-	-	-	F29:A-:B-
FH58	FIC	-	-	-	-	-	-	-	F29:A-:B-
FH58	FII	100.0	100.0	155	155	0	FII_29	F29	F29:A-:B-
FH58	FIIK	-	-	-	-	-	-	-	F29:A-:B-
FH58	FIIS	-	-	-	-	-	-	-	F29:A-:B-
FH58	FIIY	-	-	-	-	-	-	-	F29:A-:B-
AVC98	FIA	-	-	-	-	-	-	-	C4:A-:B1
AVC98	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
AVC98	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
AVC98	FII	-	-	-	-	-	-	-	C4:A-:B1
AVC98	FIIK	-	-	-	-	-	-	-	C4:A-:B1
AVC98	FIIS	-	-	-	-	-	-	-	C4:A-:B1
AVC98	FIIY	-	-	-	-	-	-	-	C4:A-:B1
AVC235	FIA	-	-	-	-	-	-	-	C4:A-:B1
AVC235	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
AVC235	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
AVC235	FII	-	-	-	-	-	-	-	C4:A-:B1
AVC235	FIIK	-	-	-	-	-	-	-	C4:A-:B1
AVC235	FIIS	-	-	-	-	-	-	-	C4:A-:B1
AVC235	FIIY	-	-	-	-	-	-	-	C4:A-:B1
AVC20	FIA	-	-	-	-	-	-	-	C4:A-:B20
AVC20	FIB	100.0	100.0	373	373	0	FIB_20	B20	C4:A-:B20
AVC20	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B20
AVC20	FII	-	-	-	-	-	-	-	C4:A-:B20
AVC20	FIIK	-	-	-	-	-	-	-	C4:A-:B20
AVC20	FIIS	-	-	-	-	-	-	-	C4:A-:B20
AVC20	FIIY	-	-	-	-	-	-	-	C4:A-:B20
AVC256	FIA	-	-	-	-	-	-	-	F24:A-:B1*
AVC256	FIB	99.73190348525469	100.0	373	373	0	FIB_1*	B1*	F24:A-:B1*
AVC256	FIC	-	-	-	-	-	-	-	F24:A-:B1*
AVC256	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1*
AVC256	FIIK	-	-	-	-	-	-	-	F24:A-:B1*
AVC256	FIIS	-	-	-	-	-	-	-	F24:A-:B1*
AVC256	FIIY	-	-	-	-	-	-	-	F24:A-:B1*
AVC97	FIA	-	-	-	-	-	-	-	F24:A-:B1
AVC97	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
AVC97	FIC	-	-	-	-	-	-	-	F24:A-:B1
AVC97	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
AVC97	FIIK	-	-	-	-	-	-	-	F24:A-:B1
AVC97	FIIS	-	-	-	-	-	-	-	F24:A-:B1
AVC97	FIIY	-	-	-	-	-	-	-	F24:A-:B1
FH83	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH83	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH83	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH83	FII	-	-	-	-	-	-	-	C4:A-:B1
FH83	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH83	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH83	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH132	FIA	-	-	-	-	-	-	-	F24:A-:B1
FH132	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
FH132	FIC	-	-	-	-	-	-	-	F24:A-:B1
FH132	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
FH132	FIIK	-	-	-	-	-	-	-	F24:A-:B1
FH132	FIIS	-	-	-	-	-	-	-	F24:A-:B1
FH132	FIIY	-	-	-	-	-	-	-	F24:A-:B1
FH203	FIA	-	-	-	-	-	-	-	F24:A-:B1
FH203	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
FH203	FIC	-	-	-	-	-	-	-	F24:A-:B1
FH203	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
FH203	FIIK	-	-	-	-	-	-	-	F24:A-:B1
FH203	FIIS	-	-	-	-	-	-	-	F24:A-:B1
FH203	FIIY	-	-	-	-	-	-	-	F24:A-:B1
AVC123	FIA	-	-	-	-	-	-	-	F33:A-:B-
AVC123	FIB	-	-	-	-	-	-	-	F33:A-:B-
AVC123	FIC	-	-	-	-	-	-	-	F33:A-:B-
AVC123	FII	100.0	100.0	156	156	0	FII_33	F33	F33:A-:B-
AVC123	FIIK	-	-	-	-	-	-	-	F33:A-:B-
AVC123	FIIS	-	-	-	-	-	-	-	F33:A-:B-
AVC123	FIIY	-	-	-	-	-	-	-	F33:A-:B-
FH166	FIA	-	-	-	-	-	-	-	F24:A-:B1
FH166	FIB	100.0	100.0	373	373	0	FIB_1	B1	F24:A-:B1
FH166	FIC	-	-	-	-	-	-	-	F24:A-:B1
FH166	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B1
FH166	FIIK	-	-	-	-	-	-	-	F24:A-:B1
FH166	FIIS	-	-	-	-	-	-	-	F24:A-:B1
FH166	FIIY	-	-	-	-	-	-	-	F24:A-:B1
AVC51	FIA	-	-	-	-	-	-	-	F24:A-:B40
AVC51	FIB	100.0	100.0	373	373	0	FIB_40	B40	F24:A-:B40
AVC51	FIC	-	-	-	-	-	-	-	F24:A-:B40
AVC51	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B40
AVC51	FIIK	-	-	-	-	-	-	-	F24:A-:B40
AVC51	FIIS	-	-	-	-	-	-	-	F24:A-:B40
AVC51	FIIY	-	-	-	-	-	-	-	F24:A-:B40
FH65	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH65	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH65	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH65	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH65	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH65	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH65	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH62	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH62	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH62	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH62	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH62	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH62	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH62	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH125	FIA	-	-	-	-	-	-	-	F24:A-:B23
FH125	FIB	100.0	100.0	373	373	0	FIB_23	B23	F24:A-:B23
FH125	FIC	-	-	-	-	-	-	-	F24:A-:B23
FH125	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B23
FH125	FIIK	-	-	-	-	-	-	-	F24:A-:B23
FH125	FIIS	-	-	-	-	-	-	-	F24:A-:B23
FH125	FIIY	-	-	-	-	-	-	-	F24:A-:B23
FH21	FIA	-	-	-	-	-	-	-	F24:A-:B40
FH21	FIB	100.0	100.0	373	373	0	FIB_40	B40	F24:A-:B40
FH21	FIC	-	-	-	-	-	-	-	F24:A-:B40
FH21	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B40
FH21	FIIK	-	-	-	-	-	-	-	F24:A-:B40
FH21	FIIS	-	-	-	-	-	-	-	F24:A-:B40
FH21	FIIY	-	-	-	-	-	-	-	F24:A-:B40
AVC60	FIA	-	-	-	-	-	-	-	C4:A-:B1
AVC60	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
AVC60	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
AVC60	FII	-	-	-	-	-	-	-	C4:A-:B1
AVC60	FIIK	-	-	-	-	-	-	-	C4:A-:B1
AVC60	FIIS	-	-	-	-	-	-	-	C4:A-:B1
AVC60	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH150	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH150	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH150	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH150	FII	-	-	-	-	-	-	-	C4:A-:B1
FH150	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH150	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH150	FIIY	-	-	-	-	-	-	-	C4:A-:B1
AVC148	FIA	-	-	-	-	-	-	-	C4:A-:B1
AVC148	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
AVC148	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
AVC148	FII	-	-	-	-	-	-	-	C4:A-:B1
AVC148	FIIK	-	-	-	-	-	-	-	C4:A-:B1
AVC148	FIIS	-	-	-	-	-	-	-	C4:A-:B1
AVC148	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH207	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH207	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH207	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH207	FII	-	-	-	-	-	-	-	C4:A-:B1
FH207	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH207	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH207	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH67	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH67	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH67	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH67	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH67	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH67	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH67	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH148	FIA	-	-	-	-	-	-	-	F4:A-:B1
FH148	FIB	100.0	100.0	373	373	0	FIB_1	B1	F4:A-:B1
FH148	FIC	-	-	-	-	-	-	-	F4:A-:B1
FH148	FII	100.0	100.0	158	158	0	FII_4	F4	F4:A-:B1
FH148	FIIK	-	-	-	-	-	-	-	F4:A-:B1
FH148	FIIS	-	-	-	-	-	-	-	F4:A-:B1
FH148	FIIY	-	-	-	-	-	-	-	F4:A-:B1
FH113	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH113	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH113	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH113	FII	-	-	-	-	-	-	-	C4:A-:B1
FH113	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH113	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH113	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH165	FIA	-	-	-	-	-	-	-	C4:A-:B6
FH165	FIB	100.0	100.0	373	373	0	FIB_6	B6	C4:A-:B6
FH165	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B6
FH165	FII	-	-	-	-	-	-	-	C4:A-:B6
FH165	FIIK	-	-	-	-	-	-	-	C4:A-:B6
FH165	FIIS	-	-	-	-	-	-	-	C4:A-:B6
FH165	FIIY	-	-	-	-	-	-	-	C4:A-:B6
FH161	FIA	-	-	-	-	-	-	-	F24:A-:B53
FH161	FIB	100.0	100.0	373	373	0	FIB_53	B53	F24:A-:B53
FH161	FIC	-	-	-	-	-	-	-	F24:A-:B53
FH161	FII	100.0	100.0	158	158	0	FII_24	F24	F24:A-:B53
FH161	FIIK	-	-	-	-	-	-	-	F24:A-:B53
FH161	FIIS	-	-	-	-	-	-	-	F24:A-:B53
FH161	FIIY	-	-	-	-	-	-	-	F24:A-:B53
FH31	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH31	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH31	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH31	FII	-	-	-	-	-	-	-	C4:A-:B1
FH31	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH31	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH31	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH28	FIA	-	-	-	-	-	-	-	C4:A-:B6
FH28	FIB	100.0	100.0	373	373	0	FIB_6	B6	C4:A-:B6
FH28	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B6
FH28	FII	-	-	-	-	-	-	-	C4:A-:B6
FH28	FIIK	-	-	-	-	-	-	-	C4:A-:B6
FH28	FIIS	-	-	-	-	-	-	-	C4:A-:B6
FH28	FIIY	-	-	-	-	-	-	-	C4:A-:B6
AVC61	FIA	-	-	-	-	-	-	-	C4:A-:B20
AVC61	FIB	100.0	100.0	373	373	0	FIB_20	B20	C4:A-:B20
AVC61	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B20
AVC61	FII	-	-	-	-	-	-	-	C4:A-:B20
AVC61	FIIK	-	-	-	-	-	-	-	C4:A-:B20
AVC61	FIIS	-	-	-	-	-	-	-	C4:A-:B20
AVC61	FIIY	-	-	-	-	-	-	-	C4:A-:B20
FH101	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH101	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH101	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH101	FII	-	-	-	-	-	-	-	C4:A-:B1
FH101	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH101	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH101	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH36	FIA	-	-	-	-	-	-	-	C4:A-:B6
FH36	FIB	100.0	100.0	373	373	0	FIB_6	B6	C4:A-:B6
FH36	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B6
FH36	FII	-	-	-	-	-	-	-	C4:A-:B6
FH36	FIIK	-	-	-	-	-	-	-	C4:A-:B6
FH36	FIIS	-	-	-	-	-	-	-	C4:A-:B6
FH36	FIIY	-	-	-	-	-	-	-	C4:A-:B6
FH206	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH206	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH206	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH206	FII	-	-	-	-	-	-	-	C4:A-:B1
FH206	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH206	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH206	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH59	FIA	-	-	-	-	-	-	-	C4:A-:B1
FH59	FIB	100.0	100.0	373	373	0	FIB_1	B1	C4:A-:B1
FH59	FIC	100.0	100.0	200	200	0	FIC_4	C4	C4:A-:B1
FH59	FII	-	-	-	-	-	-	-	C4:A-:B1
FH59	FIIK	-	-	-	-	-	-	-	C4:A-:B1
FH59	FIIS	-	-	-	-	-	-	-	C4:A-:B1
FH59	FIIY	-	-	-	-	-	-	-	C4:A-:B1
FH46	FIA	-	-	-	-	-	-	-	F2:A-:B1
FH46	FIB	100.0	100.0	373	373	0	FIB_1	B1	F2:A-:B1
FH46	FIC	-	-	-	-	-	-	-	F2:A-:B1
FH46	FII	100.0	100.0	157	157	0	FII_2	F2	F2:A-:B1
FH46	FIIK	-	-	-	-	-	-	-	F2:A-:B1
FH46	FIIS	-	-	-	-	-	-	-	F2:A-:B1
FH46	FIIY	-	-	-	-	-	-	-	F2:A-:B1
