Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
FH107	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH108	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.25	33.33
FH109	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.91	0.19	0.00
FH11	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH110	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.27	0.00
FH111	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.32	50.00
FH112	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.33	20.00
FH113	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.33	20.00
FH114	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.58	37.50
FH115	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	6	1	0	0	99.97	0.67	44.44
FH116	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	6	1	0	0	99.97	0.67	44.44
FH117	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH118	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH119	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1191	14	0	0	0	99.93	1.34	7.14
FH12	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1201	4	0	0	0	99.93	0.18	0.00
FH120	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH121	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH122	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.09	0.00
FH123	k__Bacteria (UID203)	5449	104	58	0	37	39	26	2	0	100.00	95.36	90.70
FH124	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.09	0.00
FH125	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH126	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1158	14	0	0	0	99.97	1.39	0.00
FH127	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.12	33.33
FH128	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH129	root (UID1)	5656	56	24	56	0	0	0	0	0	0.00	0.00	0.00
FH13	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH130	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.07	0.00
FH131	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1199	6	0	0	0	99.93	0.33	16.67
FH132	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH133	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.27	0.00
FH134	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.33	20.00
FH135	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.09	0.00
FH136	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.06	0.00
FH137	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.12	33.33
FH138	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.12	33.33
FH139	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH14	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.16	0.00
FH140	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH141	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH142	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH143	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH144	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH145	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH146	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.61	22.22
FH147	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH148	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH149	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1201	4	0	0	0	99.93	0.23	0.00
FH15	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH150	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1201	4	0	0	0	99.93	0.23	0.00
FH151	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	0.00
FH152	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH153	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH154	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	0.00
FH155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH156	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH157	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH158	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH159	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH16	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH160	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH161	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH162	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH163	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.12	0.00
FH164	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1198	7	0	0	0	99.93	0.44	14.29
FH165	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1198	7	0	0	0	99.93	0.44	14.29
FH166	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH167	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH168	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1201	4	0	0	0	99.93	0.22	0.00
FH169	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1201	4	0	0	0	99.93	0.22	0.00
FH17	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH170	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1199	6	0	0	0	99.93	0.29	16.67
FH171	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	0.00
FH172	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.12	0.00
FH173	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	0.00
FH174	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH175	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH176	f__Enterobacteriaceae (UID5124)	134	1173	336	9	1017	72	72	2	1	99.16	20.07	91.29
FH177	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH178	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH179	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH18	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1170	1	0	0	0	99.67	0.04	0.00
FH180	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH181	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH182	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH183	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH184	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH185	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH186	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.10	50.00
FH187	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.20	66.67
FH188	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH189	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH19	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH190	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH191	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH192	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.33	0.00
FH193	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.47	16.67
FH194	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.39	0.00
FH195	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH196	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH197	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH198	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH199	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH2	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.67	0.07	0.00
FH20	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH200	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1199	6	0	0	0	99.93	0.37	16.67
FH201	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH202	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.70	0.57	0.00
FH203	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH204	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH205	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.52	28.57
FH206	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH207	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH208	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.19	33.33
FH209	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH21	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH210	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1203	2	0	0	0	99.93	0.10	0.00
FH211	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH212	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	3	1	0	0	99.97	0.16	33.33
FH213	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.15	25.00
FH214	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH22	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH23	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH24	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH25	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH26	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	5	1	0	0	99.97	0.24	62.50
FH27	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH28	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1198	7	0	0	0	99.93	0.44	14.29
FH29	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH3	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.94	0.19	0.00
FH30	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.57	25.00
FH31	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.17	0.00
FH32	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.18	0.00
FH33	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH34	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH35	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.11	0.00
FH36	f__Enterobacteriaceae (UID5162)	88	1207	328	2	1198	7	0	0	0	99.93	0.44	14.29
FH37	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH38	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.22	33.33
FH39	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.19	0.00
FH4	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.79	0.00
FH40	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
FH41	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH42	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH43	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH44	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
FH45	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.09	0.00
